,Completed,Height,SAM,MAM (kg >),MAM (kg <=),Normal (kg >),Normal (kg <=),Overweight (kg >),Overweight (kg <),Obese
1171,Boy 0-2 Yrs,45,1.877,1.877,2.043,2.043,2.951,2.951,3.261,3.261
1172,Boy 0-2 Yrs,45.1,1.88,1.88,2.057,2.057,2.971,2.971,3.283,3.283
1173,Boy 0-2 Yrs,45.2,1.903,1.903,2.072,2.072,2.991,2.991,3.305,3.305
1174,Boy 0-2 Yrs,45.3,1.916,1.916,2.086,2.086,3.011,3.011,3.326,3.326
1175,Boy 0-2 Yrs,45.4,1.929,1.929,2.1,2.1,3.031,3.031,3.348,3.348
1176,Boy 0-2 Yrs,45.5,1.942,1.942,2.114,2.114,3.05,3.05,3.37,3.37
1177,Boy 0-2 Yrs,45.6,1.956,1.956,2.128,2.128,3.07,3.07,3.391,3.391
1178,Boy 0-2 Yrs,45.7,1.969,1.969,2.142,2.142,3.09,3.09,3.413,3.413
1179,Boy 0-2 Yrs,45.8,1.982,1.982,2.157,2.157,3.109,3.109,3.434,3.434
1180,Boy 0-2 Yrs,45.9,1.995,1.995,2.171,2.171,3.129,3.129,3.456,3.456
1181,Boy 0-2 Yrs,46,2.008,2.008,2.185,2.185,3.149,3.149,3.477,3.477
1182,Boy 0-2 Yrs,46.1,2.021,2.021,2.199,2.199,3.169,3.169,3.499,3.499
1183,Boy 0-2 Yrs,46.2,2.034,2.034,2.213,2.213,3.188,3.188,3.521,3.521
1184,Boy 0-2 Yrs,46.3,2.048,2.048,2.228,2.228,3.208,3.208,3.542,3.542
1185,Boy 0-2 Yrs,46.4,2.061,2.061,2.242,2.242,3.228,3.228,3.564,3.564
1186,Boy 0-2 Yrs,46.5,2.074,2.074,2.256,2.256,3.248,3.248,3.585,3.585
1187,Boy 0-2 Yrs,46.6,2.087,2.087,2.271,2.271,3.268,3.268,3.607,3.607
1188,Boy 0-2 Yrs,46.7,2.101,2.101,2.285,2.285,3.288,3.288,3.629,3.629
1189,Boy 0-2 Yrs,46.8,2.114,2.114,2.299,2.299,3.307,3.307,3.65,3.65
1190,Boy 0-2 Yrs,46.9,2.127,2.127,2.314,2.314,3.327,3.327,3.672,3.672
1191,Boy 0-2 Yrs,47,2.141,2.141,2.328,2.328,3.347,3.347,3.694,3.694
1192,Boy 0-2 Yrs,47.1,2.154,2.154,2.343,2.343,3.367,3.367,3.716,3.716
1193,Boy 0-2 Yrs,47.2,2.168,2.168,2.357,2.357,3.388,3.388,3.738,3.738
1194,Boy 0-2 Yrs,47.3,2.181,2.181,2.372,2.372,3.408,3.408,3.76,3.76
1195,Boy 0-2 Yrs,47.4,2.195,2.195,2.386,2.386,3.428,3.428,3.782,3.782
1196,Boy 0-2 Yrs,47.5,2.208,2.208,2.401,2.401,3.448,3.448,3.804,3.804
1197,Boy 0-2 Yrs,47.6,2.222,2.222,2.416,2.416,3.469,3.469,3.826,3.826
1198,Boy 0-2 Yrs,47.7,2.236,2.236,2.431,2.431,3.489,3.489,3.848,3.848
1199,Boy 0-2 Yrs,47.8,2.25,2.25,2.446,2.446,3.51,3.51,3.871,3.871
1200,Boy 0-2 Yrs,47.9,2.263,2.263,2.461,2.461,3.53,3.53,3.893,3.893
1201,Boy 0-2 Yrs,48,2.277,2.277,2.476,2.476,3.551,3.551,3.916,3.916
1202,Boy 0-2 Yrs,48.1,2.291,2.291,2.491,2.491,3.572,3.572,3.939,3.939
1203,Boy 0-2 Yrs,48.2,2.306,2.306,2.506,2.506,3.593,3.593,3.962,3.962
1204,Boy 0-2 Yrs,48.3,2.32,2.32,2.521,2.521,3.614,3.614,3.985,3.985
1205,Boy 0-2 Yrs,48.4,2.334,2.334,2.537,2.537,3.635,3.635,4.008,4.008
1206,Boy 0-2 Yrs,48.5,2.349,2.349,2.552,2.552,3.657,3.657,4.031,4.031
1207,Boy 0-2 Yrs,48.6,2.363,2.363,2.568,2.568,3.678,3.678,4.055,4.055
1208,Boy 0-2 Yrs,48.7,2.378,2.378,2.584,2.584,3.7,3.7,4.078,4.078
1209,Boy 0-2 Yrs,48.8,2.393,2.393,2.6,2.6,3.722,3.722,4.102,4.102
1210,Boy 0-2 Yrs,48.9,2.407,2.407,2.616,2.616,3.744,3.744,4.126,4.126
1211,Boy 0-2 Yrs,49,2.422,2.422,2.632,2.632,3.766,3.766,4.151,4.151
1212,Boy 0-2 Yrs,49.1,2.438,2.438,2.648,2.648,3.789,3.789,4.175,4.175
1213,Boy 0-2 Yrs,49.2,2.453,2.453,2.665,2.665,3.812,3.812,4.2,4.2
1214,Boy 0-2 Yrs,49.3,2.468,2.468,2.681,2.681,3.834,3.834,4.225,4.225
1215,Boy 0-2 Yrs,49.4,2.484,2.484,2.698,2.698,3.857,3.857,4.25,4.25
1216,Boy 0-2 Yrs,49.5,2.499,2.499,2.715,2.715,3.881,3.881,4.275,4.275
1217,Boy 0-2 Yrs,49.7,2.531,2.531,2.749,2.749,3.927,3.927,4.326,4.326
1218,Boy 0-2 Yrs,49.8,2.547,2.547,2.766,2.766,3.951,3.951,4.352,4.352
1219,Boy 0-2 Yrs,49.9,2.563,2.563,2.783,2.783,3.975,3.975,4.377,4.377
1220,Boy 0-2 Yrs,50,2.579,2.579,2.801,2.801,3.999,3.999,4.403,4.403
1221,Boy 0-2 Yrs,50.1,2.595,2.595,2.818,2.818,4.023,4.023,4.43,4.43
1222,Boy 0-2 Yrs,50.2,2.612,2.612,2.836,2.836,4.047,4.047,4.456,4.456
1223,Boy 0-2 Yrs,50.3,2.628,2.628,2.853,2.853,4.071,4.071,4.482,4.482
1224,Boy 0-2 Yrs,50.4,2.645,2.645,2.871,2.871,4.096,4.096,4.509,4.509
1225,Boy 0-2 Yrs,50.5,2.661,2.661,2.889,2.889,4.12,4.12,4.536,4.536
1226,Boy 0-2 Yrs,50.6,2.678,2.678,2.907,2.907,4.145,4.145,4.563,4.563
1227,Boy 0-2 Yrs,50.7,2.695,2.695,2.925,2.925,4.17,4.17,4.59,4.59
1228,Boy 0-2 Yrs,50.8,2.712,2.712,2.944,2.944,4.195,4.195,4.617,4.617
1229,Boy 0-2 Yrs,50.9,2.729,2.729,2.962,2.962,4.22,4.22,4.644,4.644
1230,Boy 0-2 Yrs,51,2.746,2.746,2.981,2.981,4.245,4.245,4.672,4.672
1231,Boy 0-2 Yrs,51.1,2.763,2.763,2.999,2.999,4.271,4.271,4.7,4.7
1232,Boy 0-2 Yrs,51.2,2.781,2.781,3.018,3.018,4.296,4.296,4.728,4.728
1233,Boy 0-2 Yrs,51.3,2.798,2.798,3.037,3.037,4.322,4.322,4.756,4.756
1234,Boy 0-2 Yrs,51.4,2.816,2.816,3.056,3.056,4.348,4.348,4.784,4.784
1235,Boy 0-2 Yrs,51.5,2.834,2.834,3.075,3.075,4.375,4.375,4.813,4.813
1236,Boy 0-2 Yrs,51.6,2.852,2.852,3.094,3.094,4.401,4.401,4.841,4.841
1237,Boy 0-2 Yrs,51.7,2.87,2.87,3.114,3.114,4.428,4.428,4.87,4.87
1238,Boy 0-2 Yrs,51.8,2.888,2.888,3.133,3.133,4.454,4.454,4.899,4.899
1239,Boy 0-2 Yrs,51.9,2.907,2.907,3.153,3.153,4.482,4.482,4.929,4.929
1240,Boy 0-2 Yrs,52,2.925,2.925,3.173,3.173,4.509,4.509,4.958,4.958
1241,Boy 0-2 Yrs,52.1,2.944,2.944,3.193,3.193,4.536,4.536,4.988,4.988
1242,Boy 0-2 Yrs,52.2,2.963,2.963,3.214,3.214,4.564,4.564,5.019,5.019
1243,Boy 0-2 Yrs,52.3,2.982,2.982,3.234,3.234,4.592,4.592,5.049,5.049
1244,Boy 0-2 Yrs,52.4,3.001,3.001,3.255,3.255,4.62,4.62,5.08,5.08
1245,Boy 0-2 Yrs,52.5,3.02,3.02,3.276,3.276,4.649,4.649,5.111,5.111
1246,Boy 0-2 Yrs,52.6,3.04,3.04,3.297,3.297,4.678,4.678,5.142,5.142
1247,Boy 0-2 Yrs,52.7,3.06,3.06,3.318,3.318,4.707,4.707,5.173,5.173
1248,Boy 0-2 Yrs,52.8,3.08,3.08,3.339,3.339,4.736,4.736,5.205,5.205
1249,Boy 0-2 Yrs,52.9,3.1,3.1,3.361,3.361,4.765,4.765,5.237,5.237
1250,Boy 0-2 Yrs,53,3.12,3.12,3.383,3.383,4.795,4.795,5.27,5.27
1251,Boy 0-2 Yrs,53.1,3.14,3.14,3.405,3.405,4.825,4.825,5.302,5.302
1252,Boy 0-2 Yrs,53.2,3.161,3.161,3.427,3.427,4.855,4.855,5.335,5.335
1253,Boy 0-2 Yrs,53.3,3.182,3.182,3.449,3.449,4.885,4.885,5.368,5.368
1254,Boy 0-2 Yrs,53.4,3.202,3.202,3.472,3.472,4.916,4.916,5.401,5.401
1255,Boy 0-2 Yrs,53.6,3.245,3.245,3.517,3.517,4.978,4.978,5.468,5.468
1256,Boy 0-2 Yrs,53.7,3.266,3.266,3.54,3.54,5.009,5.009,5.502,5.502
1257,Boy 0-2 Yrs,53.8,3.287,3.287,3.563,3.563,5.04,5.04,5.536,5.536
1258,Boy 0-2 Yrs,53.9,3.309,3.309,3.586,3.586,5.072,5.072,5.57,5.57
1259,Boy 0-2 Yrs,54,3.33,3.33,3.609,3.609,5.104,5.104,5.605,5.605
1260,Boy 0-2 Yrs,54.1,3.352,3.352,3.633,3.633,5.136,5.136,5.639,5.639
1261,Boy 0-2 Yrs,54.2,3.374,3.374,3.656,3.656,5.168,5.168,5.674,5.674
1262,Boy 0-2 Yrs,54.3,3.396,3.396,3.68,3.68,5.2,5.2,5.709,5.709
1263,Boy 0-2 Yrs,54.4,3.418,3.418,3.704,3.704,5.232,5.232,5.744,5.744
1264,Boy 0-2 Yrs,54.5,3.44,3.44,3.727,3.727,5.264,5.264,5.779,5.779
1265,Boy 0-2 Yrs,54.6,3.463,3.463,3.751,3.751,5.297,5.297,5.815,5.815
1266,Boy 0-2 Yrs,54.7,3.485,3.485,3.775,3.775,5.33,5.33,5.85,5.85
1267,Boy 0-2 Yrs,54.8,3.507,3.507,3.799,3.799,5.363,5.363,5.886,5.886
1268,Boy 0-2 Yrs,54.9,3.53,3.53,3.824,3.824,5.396,5.396,5.922,5.922
1269,Boy 0-2 Yrs,55,3.553,3.553,3.848,3.848,5.428,5.428,5.957,5.957
1270,Boy 0-2 Yrs,55.1,3.575,3.575,3.872,3.872,5.462,5.462,5.993,5.993
1271,Boy 0-2 Yrs,55.2,3.598,3.598,3.897,3.897,5.495,5.495,6.029,6.029
1272,Boy 0-2 Yrs,55.3,3.621,3.621,3.921,3.921,5.528,5.528,6.066,6.066
1273,Boy 0-2 Yrs,55.4,3.644,3.644,3.946,3.946,5.562,5.562,6.102,6.102
1274,Boy 0-2 Yrs,55.5,3.667,3.667,3.971,3.971,5.595,5.595,6.138,6.138
1275,Boy 0-2 Yrs,55.6,3.69,3.69,3.996,3.996,5.629,5.629,6.175,6.175
1276,Boy 0-2 Yrs,55.7,3.713,3.713,4.02,4.02,5.663,5.663,6.211,6.211
1277,Boy 0-2 Yrs,55.8,3.736,3.736,4.045,4.045,5.696,5.696,6.248,6.248
1278,Boy 0-2 Yrs,55.9,3.76,3.76,4.07,4.07,5.73,5.73,6.285,6.285
1279,Boy 0-2 Yrs,56,3.783,3.783,4.095,4.095,5.764,5.764,6.322,6.322
1280,Boy 0-2 Yrs,56.1,3.806,3.806,4.121,4.121,5.798,5.798,6.358,6.358
1281,Boy 0-2 Yrs,56.2,3.83,3.83,4.146,4.146,5.832,5.832,6.395,6.395
1282,Boy 0-2 Yrs,56.3,3.853,3.853,4.171,4.171,5.866,5.866,6.432,6.432
1283,Boy 0-2 Yrs,56.4,3.876,3.876,4.196,4.196,5.901,5.901,6.469,6.469
1284,Boy 0-2 Yrs,56.5,3.9,3.9,4.221,4.221,5.935,5.935,6.506,6.506
1285,Boy 0-2 Yrs,56.6,3.923,3.923,4.246,4.246,5.969,5.969,6.543,6.543
1286,Boy 0-2 Yrs,56.7,3.947,3.947,4.272,4.272,6.003,6.003,6.581,6.581
1287,Boy 0-2 Yrs,56.8,3.97,3.97,4.297,4.297,6.037,6.037,6.617,6.617
1288,Boy 0-2 Yrs,56.9,3.994,3.994,4.322,4.322,6.071,6.071,6.655,6.655
1289,Boy 0-2 Yrs,57,4.017,4.017,4.347,4.347,6.106,6.106,6.692,6.692
1290,Boy 0-2 Yrs,57.1,4.041,4.041,4.373,4.373,6.14,6.14,6.728,6.728
1291,Boy 0-2 Yrs,57.2,4.064,4.064,4.398,4.398,6.174,6.174,6.766,6.766
1292,Boy 0-2 Yrs,57.3,4.088,4.088,4.423,4.423,6.208,6.208,6.803,6.803
1293,Boy 0-2 Yrs,57.5,4.135,4.135,4.474,4.474,6.276,6.276,6.877,6.877
1294,Boy 0-2 Yrs,57.6,4.159,4.159,4.499,4.499,6.31,6.31,6.913,6.913
1295,Boy 0-2 Yrs,57.7,4.182,4.182,4.524,4.524,6.344,6.344,6.95,6.95
1296,Boy 0-2 Yrs,57.8,4.206,4.206,4.549,4.549,6.378,6.378,6.987,6.987
1297,Boy 0-2 Yrs,57.9,4.229,4.229,4.574,4.574,6.412,6.412,7.024,7.024
1298,Boy 0-2 Yrs,58,4.252,4.252,4.599,4.599,6.447,6.447,7.061,7.061
1299,Boy 0-2 Yrs,58.1,4.276,4.276,4.625,4.625,6.48,6.48,7.098,7.098
1300,Boy 0-2 Yrs,58.2,4.299,4.299,4.65,4.65,6.514,6.514,7.135,7.135
1301,Boy 0-2 Yrs,58.3,4.323,4.323,4.675,4.675,6.548,6.548,7.171,7.171
1302,Boy 0-2 Yrs,58.4,4.346,4.346,4.7,4.7,6.582,6.582,7.208,7.208
1303,Boy 0-2 Yrs,58.5,4.369,4.369,4.725,4.725,6.616,6.616,7.245,7.245
1304,Boy 0-2 Yrs,58.6,4.393,4.393,4.75,4.75,6.65,6.65,7.281,7.281
1305,Boy 0-2 Yrs,58.7,4.416,4.416,4.775,4.775,6.683,6.683,7.318,7.318
1306,Boy 0-2 Yrs,58.8,4.439,4.439,4.8,4.8,6.717,6.717,7.354,7.354
1307,Boy 0-2 Yrs,58.9,4.462,4.462,4.825,4.825,6.751,6.751,7.391,7.391
1308,Boy 0-2 Yrs,59,4.485,4.485,4.849,4.849,6.784,6.784,7.427,7.427
1309,Boy 0-2 Yrs,59.1,4.508,4.508,4.874,4.874,6.818,6.818,7.463,7.463
1310,Boy 0-2 Yrs,59.2,4.531,4.531,4.899,4.899,6.851,6.851,7.499,7.499
1311,Boy 0-2 Yrs,59.3,4.554,4.554,4.924,4.924,6.884,6.884,7.535,7.535
1312,Boy 0-2 Yrs,59.4,4.577,4.577,4.948,4.948,6.917,6.917,7.571,7.571
1313,Boy 0-2 Yrs,59.5,4.6,4.6,4.973,4.973,6.951,6.951,7.607,7.607
1314,Boy 0-2 Yrs,59.6,4.623,4.623,4.997,4.997,6.984,6.984,7.643,7.643
1315,Boy 0-2 Yrs,59.7,4.646,4.646,5.022,5.022,7.017,7.017,7.679,7.679
1316,Boy 0-2 Yrs,59.8,4.668,4.668,5.046,5.046,7.049,7.049,7.714,7.714
1317,Boy 0-2 Yrs,59.9,4.691,4.691,5.07,5.07,7.082,7.082,7.75,7.75
1318,Boy 0-2 Yrs,60,4.713,4.713,5.094,5.094,7.115,7.115,7.785,7.785
1319,Boy 0-2 Yrs,60.1,4.735,4.735,5.118,5.118,7.147,7.147,7.82,7.82
1320,Boy 0-2 Yrs,60.2,4.758,4.758,5.142,5.142,7.179,7.179,7.855,7.855
1321,Boy 0-2 Yrs,60.3,4.78,4.78,5.166,5.166,7.211,7.211,7.89,7.89
1322,Boy 0-2 Yrs,60.4,4.802,4.802,5.189,5.189,7.244,7.244,7.925,7.925
1323,Boy 0-2 Yrs,60.5,4.824,4.824,5.213,5.213,7.275,7.275,7.959,7.959
1324,Boy 0-2 Yrs,60.6,4.846,4.846,5.236,5.236,7.307,7.307,7.994,7.994
1325,Boy 0-2 Yrs,60.7,4.868,4.868,5.26,5.26,7.339,7.339,8.028,8.028
1326,Boy 0-2 Yrs,60.8,4.889,4.889,5.283,5.283,7.37,7.37,8.062,8.062
1327,Boy 0-2 Yrs,60.9,4.911,4.911,5.306,5.306,7.402,7.402,8.096,8.096
1328,Boy 0-2 Yrs,61,4.932,4.932,5.329,5.329,7.433,7.433,8.13,8.13
1329,Boy 0-2 Yrs,61.1,4.954,4.954,5.352,5.352,7.464,7.464,8.164,8.164
1330,Boy 0-2 Yrs,61.2,4.975,4.975,5.375,5.375,7.495,7.495,8.197,8.197
1331,Boy 0-2 Yrs,61.4,5.017,5.017,5.421,5.421,7.557,7.557,8.264,8.264
1332,Boy 0-2 Yrs,61.5,5.039,5.039,5.443,5.443,7.587,7.587,8.297,8.297
1333,Boy 0-2 Yrs,61.6,5.059,5.059,5.466,5.466,7.618,7.618,8.33,8.33
1334,Boy 0-2 Yrs,61.7,5.08,5.08,5.488,5.488,7.648,7.648,8.363,8.363
1335,Boy 0-2 Yrs,61.8,5.101,5.101,5.511,5.511,7.679,7.679,8.396,8.396
1336,Boy 0-2 Yrs,61.9,5.122,5.122,5.533,5.533,7.709,7.709,8.429,8.429
1337,Boy 0-2 Yrs,62,5.143,5.143,5.555,5.555,7.739,7.739,8.462,8.462
1338,Boy 0-2 Yrs,62.1,5.163,5.163,5.577,5.577,7.769,7.769,8.494,8.494
1339,Boy 0-2 Yrs,62.2,5.184,5.184,5.599,5.599,7.799,7.799,8.527,8.527
1340,Boy 0-2 Yrs,62.3,5.204,5.204,5.621,5.621,7.829,7.829,8.559,8.559
1341,Boy 0-2 Yrs,62.4,5.225,5.225,5.643,5.643,7.858,7.858,8.591,8.591
1342,Boy 0-2 Yrs,62.5,5.245,5.245,5.665,5.665,7.888,7.888,8.624,8.624
1343,Boy 0-2 Yrs,62.6,5.265,5.265,5.687,5.687,7.918,7.918,8.656,8.656
1344,Boy 0-2 Yrs,62.7,5.286,5.286,5.709,5.709,7.947,7.947,8.688,8.688
1345,Boy 0-2 Yrs,62.8,5.306,5.306,5.73,5.73,7.977,7.977,8.72,8.72
1346,Boy 0-2 Yrs,62.9,5.326,5.326,5.752,5.752,8.006,8.006,8.752,8.752
1347,Boy 0-2 Yrs,63,5.346,5.346,5.774,5.774,8.035,8.035,8.784,8.784
1348,Boy 0-2 Yrs,63.1,5.366,5.366,5.795,5.795,8.065,8.065,8.815,8.815
1349,Boy 0-2 Yrs,63.2,5.386,5.386,5.817,5.817,8.094,8.094,8.847,8.847
1350,Boy 0-2 Yrs,63.3,5.406,5.406,5.838,5.838,8.123,8.123,8.879,8.879
1351,Boy 0-2 Yrs,63.4,5.426,5.426,5.859,5.859,8.152,8.152,8.91,8.91
1352,Boy 0-2 Yrs,63.5,5.445,5.445,5.88,5.88,8.181,8.181,8.942,8.942
1353,Boy 0-2 Yrs,63.6,5.465,5.465,5.902,5.902,8.21,8.21,8.973,8.973
1354,Boy 0-2 Yrs,63.7,5.485,5.485,5.923,5.923,8.239,8.239,9.004,9.004
1355,Boy 0-2 Yrs,63.8,5.504,5.504,5.944,5.944,8.268,8.268,9.036,9.036
1356,Boy 0-2 Yrs,63.9,5.524,5.524,5.965,5.965,8.296,8.296,9.067,9.067
1357,Boy 0-2 Yrs,64,5.544,5.544,5.986,5.986,8.325,8.325,9.098,9.098
1358,Boy 0-2 Yrs,64.1,5.563,5.563,6.007,6.007,8.354,8.354,9.129,9.129
1359,Boy 0-2 Yrs,64.2,5.582,5.582,6.028,6.028,8.382,8.382,9.16,9.16
1360,Boy 0-2 Yrs,64.3,5.602,5.602,6.049,6.049,8.41,8.41,9.191,9.191
1361,Boy 0-2 Yrs,64.4,5.621,5.621,6.069,6.069,8.439,8.439,9.222,9.222
1362,Boy 0-2 Yrs,64.5,5.64,5.64,6.09,6.09,8.467,8.467,9.253,9.253
1363,Boy 0-2 Yrs,64.6,5.659,5.659,6.111,6.111,8.496,8.496,9.284,9.284
1364,Boy 0-2 Yrs,64.7,5.679,5.679,6.131,6.131,8.524,8.524,9.314,9.314
1365,Boy 0-2 Yrs,64.8,5.698,5.698,6.152,6.152,8.552,8.552,9.345,9.345
1366,Boy 0-2 Yrs,64.9,5.717,5.717,6.172,6.172,8.58,8.58,9.375,9.375
1367,Boy 0-2 Yrs,65,5.736,5.736,6.193,6.193,8.608,8.608,9.406,9.406
1368,Boy 0-2 Yrs,65.1,5.755,5.755,6.213,6.213,8.636,8.636,9.437,9.437
1369,Boy 0-2 Yrs,65.3,5.793,5.793,6.254,6.254,8.692,8.692,9.498,9.498
1370,Boy 0-2 Yrs,65.4,5.812,5.812,6.274,6.274,8.72,8.72,9.528,9.528
1371,Boy 0-2 Yrs,65.5,5.83,5.83,6.295,6.295,8.748,8.748,9.558,9.558
1372,Boy 0-2 Yrs,65.6,5.849,5.849,6.315,6.315,8.776,8.776,9.589,9.589
1373,Boy 0-2 Yrs,65.7,5.868,5.868,6.335,6.335,8.804,8.804,9.619,9.619
1374,Boy 0-2 Yrs,65.8,5.887,5.887,6.355,6.355,8.831,8.831,9.649,9.649
1375,Boy 0-2 Yrs,65.9,5.905,5.905,6.376,6.376,8.859,8.859,9.68,9.68
1376,Boy 0-2 Yrs,66,5.924,5.924,6.396,6.396,8.887,8.887,9.71,9.71
1377,Boy 0-2 Yrs,66.1,5.943,5.943,6.416,6.416,8.915,8.915,9.74,9.74
1378,Boy 0-2 Yrs,66.2,5.961,5.961,6.436,6.436,8.943,8.943,9.771,9.771
1379,Boy 0-2 Yrs,66.3,5.98,5.98,6.456,6.456,8.97,8.97,9.801,9.801
1380,Boy 0-2 Yrs,66.4,5.999,5.999,6.476,6.476,8.998,8.998,9.831,9.831
1381,Boy 0-2 Yrs,66.5,6.017,6.017,6.496,6.496,9.026,9.026,9.861,9.861
1382,Boy 0-2 Yrs,66.6,6.035,6.035,6.516,6.516,9.053,9.053,9.891,9.891
1383,Boy 0-2 Yrs,66.7,6.054,6.054,6.536,6.536,9.081,9.081,9.921,9.921
1384,Boy 0-2 Yrs,66.8,6.072,6.072,6.556,6.556,9.108,9.108,9.951,9.951
1385,Boy 0-2 Yrs,66.9,6.091,6.091,6.575,6.575,9.136,9.136,9.981,9.981
1386,Boy 0-2 Yrs,67,6.109,6.109,6.595,6.595,9.163,9.163,10.011,10.011
1387,Boy 0-2 Yrs,67.1,6.127,6.127,6.615,6.615,9.191,9.191,10.041,10.041
1388,Boy 0-2 Yrs,67.2,6.146,6.146,6.635,6.635,9.218,9.218,10.071,10.071
1389,Boy 0-2 Yrs,67.3,6.164,6.164,6.654,6.654,9.246,9.246,10.101,10.101
1390,Boy 0-2 Yrs,67.4,6.182,6.182,6.674,6.674,9.273,9.273,10.131,10.131
1391,Boy 0-2 Yrs,67.5,6.2,6.2,6.694,6.694,9.3,9.3,10.161,10.161
1392,Boy 0-2 Yrs,67.6,6.218,6.218,6.713,6.713,9.327,9.327,10.191,10.191
1393,Boy 0-2 Yrs,67.7,6.236,6.236,6.733,6.733,9.355,9.355,10.221,10.221
1394,Boy 0-2 Yrs,67.8,6.255,6.255,6.752,6.752,9.382,9.382,10.251,10.251
1395,Boy 0-2 Yrs,67.9,6.273,6.273,6.772,6.772,9.409,9.409,10.28,10.28
1396,Boy 0-2 Yrs,68,6.291,6.291,6.791,6.791,9.436,9.436,10.31,10.31
1397,Boy 0-2 Yrs,68.1,6.309,6.309,6.811,6.811,9.464,9.464,10.34,10.34
1398,Boy 0-2 Yrs,68.2,6.327,6.327,6.83,6.83,9.491,9.491,10.369,10.369
1399,Boy 0-2 Yrs,68.3,6.345,6.345,6.85,6.85,9.518,9.518,10.399,10.399
1400,Boy 0-2 Yrs,68.4,6.363,6.363,6.869,6.869,9.545,9.545,10.429,10.429
1401,Boy 0-2 Yrs,68.5,6.38,6.38,6.888,6.888,9.572,9.572,10.459,10.459
1402,Boy 0-2 Yrs,68.6,6.398,6.398,6.908,6.908,9.599,9.599,10.488,10.488
1403,Boy 0-2 Yrs,68.7,6.416,6.416,6.927,6.927,9.626,9.626,10.518,10.518
1404,Boy 0-2 Yrs,68.8,6.434,6.434,6.946,6.946,9.654,9.654,10.548,10.548
1405,Boy 0-2 Yrs,68.9,6.452,6.452,6.966,6.966,9.681,9.681,10.578,10.578
1406,Boy 0-2 Yrs,69,6.47,6.47,6.985,6.985,9.708,9.708,10.607,10.607
1407,Boy 0-2 Yrs,69.2,6.505,6.505,7.024,7.024,9.762,9.762,10.667,10.667
1408,Boy 0-2 Yrs,69.3,6.523,6.523,7.043,7.043,9.789,9.789,10.697,10.697
1409,Boy 0-2 Yrs,69.4,6.541,6.541,7.062,7.062,9.816,9.816,10.726,10.726
1410,Boy 0-2 Yrs,69.5,6.559,6.559,7.081,7.081,9.843,9.843,10.756,10.756
1411,Boy 0-2 Yrs,69.6,6.576,6.576,7.101,7.101,9.871,9.871,10.786,10.786
1412,Boy 0-2 Yrs,69.7,6.594,6.594,7.12,7.12,9.898,9.898,10.816,10.816
1413,Boy 0-2 Yrs,69.8,6.612,6.612,7.139,7.139,9.925,9.925,10.845,10.845
1414,Boy 0-2 Yrs,69.9,6.63,6.63,7.158,7.158,9.952,9.952,10.875,10.875
1415,Boy 0-2 Yrs,70,6.647,6.647,7.177,7.177,9.979,9.979,10.905,10.905
1416,Boy 0-2 Yrs,70.1,6.665,6.665,7.197,7.197,10.006,10.006,10.934,10.934
1417,Boy 0-2 Yrs,70.2,6.683,6.683,7.216,7.216,10.033,10.033,10.964,10.964
1418,Boy 0-2 Yrs,70.3,6.7,6.7,7.235,7.235,10.06,10.06,10.994,10.994
1419,Boy 0-2 Yrs,70.4,6.718,6.718,7.254,7.254,10.087,10.087,11.023,11.023
1420,Boy 0-2 Yrs,70.5,6.735,6.735,7.273,7.273,10.114,10.114,11.053,11.053
1421,Boy 0-2 Yrs,70.6,6.753,6.753,7.292,7.292,10.141,10.141,11.083,11.083
1422,Boy 0-2 Yrs,70.7,6.771,6.771,7.311,7.311,10.168,10.168,11.112,11.112
1423,Boy 0-2 Yrs,70.8,6.788,6.788,7.33,7.33,10.195,10.195,11.142,11.142
1424,Boy 0-2 Yrs,70.9,6.805,6.805,7.349,7.349,10.222,10.222,11.172,11.172
1425,Boy 0-2 Yrs,71,6.823,6.823,7.368,7.368,10.248,10.248,11.201,11.201
1426,Boy 0-2 Yrs,71.1,6.84,6.84,7.387,7.387,10.275,10.275,11.23,11.23
1427,Boy 0-2 Yrs,71.2,6.858,6.858,7.406,7.406,10.302,10.302,11.259,11.259
1428,Boy 0-2 Yrs,71.3,6.875,6.875,7.424,7.424,10.329,10.329,11.289,11.289
1429,Boy 0-2 Yrs,71.4,6.892,6.892,7.443,7.443,10.355,10.355,11.318,11.318
1430,Boy 0-2 Yrs,71.5,6.909,6.909,7.462,7.462,10.382,10.382,11.348,11.348
1431,Boy 0-2 Yrs,71.6,6.927,6.927,7.48,7.48,10.408,10.408,11.377,11.377
1432,Boy 0-2 Yrs,71.7,6.944,6.944,7.499,7.499,10.435,10.435,11.406,11.406
1433,Boy 0-2 Yrs,71.8,6.961,6.961,7.518,7.518,10.461,10.461,11.435,11.435
1434,Boy 0-2 Yrs,71.9,6.978,6.978,7.536,7.536,10.488,10.488,11.464,11.464
1435,Boy 0-2 Yrs,72,6.995,6.995,7.555,7.555,10.514,10.514,11.493,11.493
1436,Boy 0-2 Yrs,72.1,7.012,7.012,7.573,7.573,10.54,10.54,11.522,11.522
1437,Boy 0-2 Yrs,72.2,7.029,7.029,7.592,7.592,10.567,10.567,11.551,11.551
1438,Boy 0-2 Yrs,72.3,7.046,7.046,7.61,7.61,10.593,10.593,11.58,11.58
1439,Boy 0-2 Yrs,72.4,7.063,7.063,7.628,7.628,10.619,10.619,11.608,11.608
